speed,tension,temperature,load,vibration,motor_current,acoustic,em_signal,damage_risk,failure_within_30d,damage_type,severity,health_grade,tension_speed_ratio,temp_load_ratio,vibration_current_ratio
5.28,78.17,38.97,3417.0,4.67,209.82,50.8,0.224,2.06,0,none,low,A,14.82,11.4,2.23
3.26,90.9,45.92,2567.0,1.71,152.05,63.32,0.28,17.77,0,none,low,B,27.89,17.89,1.12
4.27,88.68,38.18,2703.0,4.95,167.22,46.52,0.26,1.55,0,none,low,A,20.75,14.12,2.96
2.7,119.19,61.68,1104.0,16.27,261.7,88.97,0.89,72.54,1,tear,critical,F,44.07,55.88,6.22
1.84,120.37,81.84,1319.0,12.71,303.5,86.65,0.536,93.9,0,tear,critical,F,65.58,62.06,4.19
3.1,108.87,51.72,2006.0,9.8,235.53,74.75,0.548,27.32,0,abrasion,low,C,35.07,25.78,4.16
4.65,85.58,38.88,1923.0,2.91,193.49,55.76,0.138,16.24,0,none,low,B,18.42,20.22,1.5
3.95,87.75,28.44,2640.0,2.67,150.71,49.38,0.382,13.03,0,none,low,B,22.24,10.77,1.77
1.86,111.76,67.75,1102.0,12.09,282.19,78.84,0.612,70.32,1,bearing_failure,critical,F,60.09,61.49,4.28
5.06,80.25,49.8,2445.0,3.77,192.38,52.4,0.123,22.39,0,none,low,B,15.86,20.37,1.96
4.05,103.78,53.18,2508.0,9.3,242.01,69.86,0.483,28.19,0,abrasion,medium,C,25.6,21.2,3.84
4.65,92.78,36.88,1915.0,4.24,219.69,62.21,0.361,13.41,0,none,low,B,19.94,19.25,1.93
3.2,96.69,55.23,3858.0,9.37,208.07,63.11,0.407,35.18,0,splice_wear,low,C,30.25,14.31,4.5
5.1,83.13,32.58,2549.0,3.78,209.4,50.06,0.21,9.1,0,none,low,A,16.31,12.78,1.8
4.01,107.52,50.31,3144.0,9.47,228.51,77.01,0.364,27.6,1,splice_wear,low,C,26.81,16.0,4.14
2.84,124.81,81.11,1483.0,12.44,315.42,83.64,0.769,76.95,1,joint_rupture,critical,F,43.92,54.69,3.94
2.28,112.68,76.29,1111.0,9.63,278.94,84.24,0.628,87.65,0,splice_failure,high,F,49.41,68.67,3.45
2.04,105.65,67.13,1371.0,17.59,267.31,89.63,0.72,71.32,1,tear,high,F,51.9,48.96,6.58
5.48,70.97,30.82,1949.0,5.06,220.28,46.64,0.11,18.61,0,none,low,B,12.95,15.81,2.3
3.33,70.56,29.1,2027.0,1.33,179.51,64.15,0.198,18.2,0,none,low,B,21.17,14.35,0.74
4.65,77.92,44.49,1773.0,5.49,169.41,53.12,0.385,14.46,0,none,low,B,16.76,25.1,3.24
5.37,78.23,30.09,3494.0,2.34,218.1,48.81,0.319,13.11,0,none,low,B,14.56,8.61,1.07
0.56,118.12,63.63,1758.0,16.71,283.75,90.66,0.573,78.7,1,splice_failure,critical,D,209.97,36.19,5.89
4.32,81.29,40.75,3254.0,5.34,186.09,45.35,0.228,15.15,0,none,low,B,18.83,12.52,2.87
4.63,73.85,42.22,1865.0,4.75,177.13,61.33,0.114,10.2,0,none,low,B,15.96,22.64,2.68
4.09,103.92,56.75,2707.0,7.41,235.84,68.5,0.509,40.18,0,edge_damage,medium,C,25.41,20.96,3.14
3.75,88.72,45.47,1905.0,5.8,190.19,66.09,0.312,18.06,0,none,low,B,23.64,23.87,3.05
3.55,70.22,43.75,2189.0,4.93,177.11,63.84,0.139,4.33,0,none,low,A,19.78,19.99,2.79
4.02,78.72,44.8,1694.0,2.76,216.98,46.54,0.383,24.66,0,none,low,B,19.58,26.45,1.27
3.73,79.31,45.08,2692.0,4.22,210.6,47.71,0.35,17.64,0,none,low,B,21.27,16.75,2.0
5.22,87.51,32.44,2359.0,3.47,154.42,66.96,0.139,17.44,0,none,low,B,16.75,13.75,2.25
3.06,93.12,46.74,2549.0,2.14,159.73,53.36,0.177,12.67,0,none,low,B,30.39,18.34,1.34
2.72,119.53,71.88,1826.0,13.24,310.8,80.83,0.564,92.5,1,joint_rupture,critical,F,43.87,39.38,4.26
1.73,125.72,62.61,1339.0,11.58,257.32,90.27,0.755,81.16,1,bearing_failure,high,F,72.54,46.75,4.5
4.27,72.15,49.33,1577.0,4.77,192.01,53.48,0.12,15.55,0,none,low,B,16.91,31.27,2.48
3.7,92.76,34.69,2399.0,3.72,158.02,66.44,0.212,2.02,0,none,low,A,25.05,14.46,2.35
4.5,82.84,43.28,1611.0,2.42,215.54,46.84,0.357,2.3,0,none,low,A,18.41,26.87,1.12
3.72,89.59,46.32,2432.0,5.64,218.74,69.26,0.477,52.65,0,edge_damage,medium,C,24.05,19.05,2.58
4.18,80.36,46.53,1960.0,1.03,202.11,49.66,0.367,21.48,0,none,low,B,19.2,23.74,0.51
3.27,82.38,41.4,2050.0,4.58,197.59,52.47,0.108,18.75,0,none,low,B,25.22,20.2,2.32
5.09,80.51,40.7,3246.0,5.32,179.72,49.8,0.333,10.83,0,none,low,B,15.83,12.54,2.96
5.26,74.95,28.57,1541.0,4.11,202.93,52.15,0.196,8.49,0,none,low,A,14.25,18.54,2.03
3.15,93.23,32.9,3499.0,1.86,211.72,50.14,0.124,21.87,0,none,low,B,29.64,9.4,0.88
3.9,101.71,62.06,2630.0,7.62,229.12,66.37,0.567,30.81,0,edge_damage,medium,C,26.05,23.6,3.33
3.49,79.77,48.82,1993.0,4.34,209.21,55.31,0.381,18.42,0,none,low,B,22.88,24.5,2.08
4.42,87.32,41.03,3257.0,2.78,173.99,49.92,0.111,1.08,0,none,low,A,19.74,12.6,1.6
2.15,118.44,81.23,1376.0,16.83,275.16,93.53,0.849,69.77,1,splice_failure,high,F,55.05,59.02,6.12
4.26,75.56,39.99,1781.0,5.35,204.07,67.85,0.128,6.02,0,none,low,A,17.72,22.45,2.62
3.43,110.82,55.44,2387.0,9.46,201.86,76.12,0.315,48.3,0,splice_wear,low,C,32.28,23.22,4.69
5.11,81.65,30.06,2914.0,3.45,165.28,45.36,0.225,2.14,0,none,low,A,15.99,10.32,2.09
3.67,85.76,39.66,1638.0,5.84,220.97,50.96,0.137,23.56,0,none,low,B,23.38,24.21,2.64
3.78,82.26,45.0,1837.0,4.84,209.96,57.41,0.36,3.3,0,none,low,A,21.77,24.5,2.3
4.12,80.56,33.56,2245.0,1.54,170.13,51.26,0.316,1.21,0,none,low,A,19.54,14.95,0.91
3.55,72.05,34.62,1949.0,3.76,178.59,67.22,0.389,11.09,0,none,low,B,20.27,17.76,2.11
3.6,107.3,49.34,2122.0,5.78,226.51,69.11,0.414,40.4,0,splice_wear,medium,C,29.84,23.25,2.55
4.92,87.22,44.32,2969.0,3.35,166.91,57.34,0.387,14.71,0,none,low,B,17.72,14.93,2.01
3.15,94.82,29.58,1592.0,2.77,227.55,52.33,0.223,15.85,0,none,low,B,30.11,18.58,1.22
5.24,82.99,38.27,3221.0,5.77,183.87,48.97,0.345,10.08,0,none,low,B,15.82,11.88,3.14
0.79,128.7,69.21,1576.0,9.31,312.22,87.83,0.822,94.28,1,tear,critical,F,163.51,43.93,2.98
3.81,86.97,40.39,1824.0,2.55,222.0,60.83,0.396,19.18,0,none,low,B,22.83,22.14,1.15
4.04,85.61,58.42,2939.0,6.73,251.74,75.38,0.307,46.33,0,edge_damage,low,C,21.17,19.88,2.67
4.39,90.39,58.25,3344.0,6.26,219.49,75.03,0.529,36.52,0,splice_wear,low,C,20.61,17.42,2.85
4.21,72.15,46.55,2936.0,5.72,205.48,66.63,0.266,15.01,0,none,low,B,17.12,15.86,2.78
0.58,121.71,82.64,1755.0,14.25,296.99,94.8,0.545,85.36,1,tear,critical,F,210.96,47.09,4.8
2.63,103.68,48.77,3138.0,8.7,247.02,65.43,0.454,46.73,1,abrasion,medium,C,39.48,15.54,3.52
3.37,92.68,47.4,3823.0,9.99,210.84,60.69,0.383,54.22,0,abrasion,low,C,27.46,12.4,4.74
4.07,93.3,34.29,2354.0,1.51,189.49,61.02,0.181,7.42,0,none,low,A,22.93,14.56,0.8
3.77,96.82,50.97,3315.0,9.17,233.5,60.56,0.438,41.2,0,splice_wear,medium,C,25.66,15.37,3.93
5.19,74.28,37.37,1874.0,4.87,187.95,53.08,0.208,21.31,0,none,low,B,14.32,19.94,2.59
4.79,92.43,47.84,2157.0,5.76,151.99,53.67,0.369,6.87,0,none,low,A,19.28,22.18,3.79
3.76,85.31,37.64,2953.0,5.47,203.94,49.7,0.38,6.61,0,none,low,A,22.71,12.75,2.68
3.22,84.08,30.5,1778.0,2.5,172.53,58.9,0.345,19.03,0,none,low,B,26.07,17.16,1.45
3.61,94.14,28.18,3259.0,2.0,225.78,52.87,0.232,17.68,0,none,low,B,26.06,8.65,0.89
3.79,83.85,44.08,1585.0,1.06,186.65,48.03,0.299,5.35,0,none,low,A,22.09,27.81,0.57
3.49,83.71,30.55,1546.0,1.26,226.34,48.27,0.313,1.7,0,none,low,A,23.96,19.76,0.55
4.27,81.62,48.93,3390.0,4.9,198.17,55.46,0.207,23.68,0,none,low,B,19.11,14.44,2.47
4.45,75.8,29.03,3390.0,2.57,185.41,47.64,0.351,0.69,0,none,low,A,17.04,8.56,1.39
4.27,106.89,48.29,3132.0,6.56,210.69,75.47,0.421,38.95,0,edge_damage,medium,C,25.02,15.42,3.12
4.4,113.39,47.9,2355.0,9.31,223.57,60.08,0.382,45.92,1,splice_wear,low,C,25.75,20.34,4.17
1.3,101.12,69.02,821.0,10.73,302.67,93.74,0.544,81.2,1,tear,critical,F,77.77,84.07,3.55
4.1,97.99,63.35,2900.0,8.72,228.02,64.1,0.36,39.89,1,edge_damage,medium,C,23.92,21.84,3.82
3.71,82.04,28.98,3135.0,5.95,182.55,45.25,0.151,16.31,0,none,low,B,22.14,9.24,3.26
4.97,76.35,44.8,2876.0,2.61,193.64,48.39,0.236,22.03,0,none,low,B,15.36,15.58,1.35
5.1,84.76,32.22,2662.0,3.53,181.89,47.75,0.225,1.82,0,none,low,A,16.62,12.1,1.94
4.04,77.63,48.36,2251.0,4.79,192.42,61.19,0.178,23.55,0,none,low,B,19.22,21.48,2.49
5.08,79.13,30.2,2847.0,1.04,188.02,49.43,0.288,24.49,0,none,low,B,15.58,10.61,0.55
5.04,82.69,38.91,3361.0,5.45,212.86,51.81,0.264,5.6,0,none,low,A,16.4,11.58,2.56
4.21,90.79,47.71,2329.0,1.09,218.94,49.01,0.287,0.62,0,none,low,A,21.56,20.48,0.5
5.46,72.52,37.32,2114.0,5.53,219.55,50.47,0.124,15.68,0,none,low,B,13.27,17.65,2.52
4.68,70.8,30.93,2873.0,2.06,218.61,46.35,0.165,24.96,0,none,low,B,15.13,10.77,0.94
4.76,74.57,41.42,2952.0,2.57,216.31,58.88,0.217,13.94,0,none,low,B,15.67,14.03,1.19
3.41,80.07,35.56,2302.0,4.81,188.6,66.63,0.188,10.39,0,none,low,B,23.45,15.45,2.55
1.87,101.6,69.96,1125.0,17.99,271.58,92.69,0.838,72.95,1,bearing_failure,critical,F,54.4,62.2,6.63
3.51,103.64,45.07,3862.0,6.81,223.82,63.13,0.413,53.14,1,abrasion,low,C,29.56,11.67,3.04
4.77,82.68,45.69,2925.0,2.84,176.93,50.81,0.273,24.1,0,none,low,B,17.33,15.62,1.6
3.24,72.99,45.23,2200.0,2.12,178.23,59.84,0.264,18.59,0,none,low,B,22.54,20.56,1.19
4.13,72.55,29.61,2425.0,2.51,199.02,45.99,0.137,21.63,0,none,low,B,17.57,12.21,1.26
4.78,91.05,38.2,3022.0,3.62,167.82,52.77,0.247,7.92,0,none,low,A,19.05,12.64,2.16
3.84,73.07,29.86,1593.0,1.55,177.5,58.66,0.156,22.2,0,none,low,B,19.01,18.75,0.88
2.31,110.99,60.92,1885.0,10.15,316.36,86.44,0.653,78.83,1,joint_rupture,high,D,48.04,32.31,3.21
2.16,112.43,61.11,1741.0,15.11,283.1,93.0,0.668,71.18,1,bearing_failure,high,F,52.06,35.1,5.34
4.75,76.44,48.3,1758.0,2.59,154.38,61.18,0.367,15.9,0,none,low,B,16.09,27.47,1.68
2.68,110.15,62.11,3662.0,8.99,221.73,63.91,0.579,35.75,0,splice_wear,low,C,41.17,16.96,4.06
3.69,71.63,29.1,1731.0,1.36,210.84,56.17,0.203,10.46,0,none,low,B,19.44,16.81,0.64
2.29,126.54,67.99,1257.0,14.52,293.65,84.63,0.7,97.47,1,bearing_failure,high,D,55.28,54.08,4.95
3.27,100.79,58.57,2572.0,6.26,222.88,69.02,0.585,51.67,0,abrasion,low,C,30.86,22.77,2.81
4.14,90.35,36.38,2577.0,5.46,223.1,49.96,0.113,7.64,0,none,low,A,21.82,14.12,2.45
5.38,71.93,28.63,3268.0,4.74,229.38,54.13,0.225,4.31,0,none,low,A,13.37,8.76,2.07
4.45,79.11,29.77,3274.0,1.99,209.89,51.49,0.344,2.96,0,none,low,A,17.79,9.09,0.95
3.39,107.02,48.46,2571.0,9.32,253.11,60.81,0.35,29.11,0,splice_wear,medium,C,31.53,18.85,3.68
4.17,94.61,40.25,2822.0,2.66,180.57,58.67,0.121,6.4,0,none,low,A,22.69,14.26,1.48
3.04,83.42,40.34,2268.0,2.34,202.16,48.1,0.256,19.2,0,none,low,B,27.44,17.79,1.16
4.88,89.02,29.32,1538.0,5.87,165.47,63.91,0.269,6.61,0,none,low,A,18.23,19.07,3.55
4.24,80.18,43.38,3308.0,5.03,171.96,65.22,0.35,23.23,0,none,low,B,18.9,13.11,2.92
4.92,84.79,34.83,3489.0,1.19,162.98,65.53,0.118,22.17,0,none,low,B,17.23,9.98,0.73
3.36,107.63,56.66,3872.0,9.34,219.96,61.52,0.583,43.11,0,splice_wear,low,C,32.05,14.63,4.25
1.62,119.87,77.67,1872.0,17.6,286.0,90.97,0.982,65.75,0,splice_failure,critical,F,74.05,41.5,6.15
4.36,91.45,42.92,2092.0,3.81,207.19,61.75,0.3,21.77,0,none,low,B,20.96,20.51,1.84
1.57,119.25,80.46,807.0,17.93,262.8,84.4,0.936,68.55,1,joint_rupture,high,F,75.73,99.72,6.82
3.06,105.02,62.92,3156.0,7.64,209.62,72.88,0.511,58.84,0,edge_damage,low,C,34.37,19.94,3.64
4.4,90.41,32.88,2186.0,4.87,195.64,47.13,0.229,14.67,0,none,low,B,20.57,15.04,2.49
4.11,88.92,49.84,2487.0,9.39,211.94,74.17,0.439,59.97,1,edge_damage,medium,C,21.62,20.04,4.43
2.61,107.83,62.44,1539.0,12.91,279.85,85.53,0.681,83.79,0,joint_rupture,critical,D,41.33,40.57,4.61
4.28,111.42,60.15,3127.0,5.6,231.92,66.42,0.538,51.53,1,abrasion,medium,C,26.04,19.24,2.41
2.47,103.91,62.03,825.0,14.66,294.08,94.74,0.699,72.61,1,tear,high,F,42.01,75.19,4.98
5.22,76.87,31.05,1740.0,4.5,150.49,55.84,0.136,21.24,0,none,low,B,14.74,17.85,2.99
1.6,119.34,74.99,1220.0,13.0,254.5,90.91,0.62,77.5,1,splice_failure,critical,D,74.36,61.47,5.11
3.16,94.37,42.99,2335.0,4.51,210.51,62.94,0.243,10.75,0,none,low,B,29.84,18.41,2.14
5.32,85.08,32.47,3339.0,5.57,229.13,65.1,0.399,6.12,0,none,low,A,16.0,9.72,2.43
1.08,102.95,84.49,1155.0,16.84,250.29,75.42,0.733,69.07,1,tear,critical,F,95.56,73.13,6.73
4.1,79.48,44.98,2536.0,4.52,221.23,66.07,0.183,4.7,0,none,low,A,19.39,17.74,2.04
4.88,79.25,31.81,1697.0,2.64,160.89,48.6,0.305,0.49,0,none,low,A,16.25,18.75,1.64
5.11,91.12,35.24,1676.0,4.52,178.81,46.05,0.147,3.43,0,none,low,A,17.83,21.03,2.53
5.25,89.83,40.02,2344.0,4.09,185.51,50.66,0.304,21.83,0,none,low,B,17.13,17.07,2.21
5.1,80.78,36.83,1557.0,4.48,214.6,60.26,0.145,2.58,0,none,low,A,15.83,23.66,2.09
4.0,80.73,49.29,2948.0,3.06,151.53,45.78,0.305,20.94,0,none,low,B,20.16,16.72,2.02
2.56,114.02,64.73,3099.0,5.35,232.46,76.06,0.504,50.2,0,abrasion,low,C,44.5,20.89,2.3
5.17,81.22,49.54,3420.0,2.65,220.87,64.5,0.163,15.61,0,none,low,B,15.7,14.49,1.2
5.09,74.36,29.56,2300.0,3.88,218.39,67.41,0.232,1.51,0,none,low,A,14.6,12.85,1.78
1.62,109.28,72.56,1206.0,15.81,288.07,92.54,0.772,69.05,1,bearing_failure,high,F,67.47,60.15,5.49
4.61,81.45,45.43,1548.0,4.05,208.45,67.85,0.304,5.8,0,none,low,A,17.68,29.34,1.94
4.6,83.08,47.78,2953.0,3.55,182.29,54.3,0.168,0.43,0,none,low,A,18.05,16.18,1.95
3.53,75.21,30.76,1879.0,1.16,203.94,54.23,0.268,15.92,0,none,low,B,21.3,16.37,0.57
3.34,92.38,54.53,3841.0,8.62,239.72,67.94,0.501,26.13,0,abrasion,low,C,27.69,14.2,3.6
3.5,90.19,29.18,1639.0,3.2,170.2,62.15,0.29,19.31,0,none,low,B,25.74,17.8,1.88
4.85,91.56,35.6,2180.0,5.5,153.98,53.05,0.136,0.72,0,none,low,A,18.87,16.33,3.57
4.08,87.17,34.36,3199.0,3.19,227.46,66.95,0.332,23.31,0,none,low,B,21.38,10.74,1.4
1.09,110.36,78.82,1309.0,16.54,311.43,80.99,0.912,65.86,1,joint_rupture,high,F,101.14,60.19,5.31
5.47,86.76,38.2,2727.0,2.36,171.93,47.61,0.134,8.69,0,none,low,A,15.85,14.01,1.37
0.76,125.57,75.03,1953.0,15.03,262.26,84.48,0.824,61.07,0,tear,high,F,165.99,38.42,5.73
4.06,93.08,29.6,3107.0,2.08,175.92,56.95,0.335,20.96,0,none,low,B,22.94,9.53,1.18
4.01,93.66,33.42,3106.0,4.06,180.15,45.03,0.234,6.92,0,none,low,A,23.37,10.76,2.25
3.19,78.69,41.52,3175.0,1.92,183.97,54.01,0.254,20.24,0,none,low,B,24.68,13.08,1.04
5.12,82.96,41.28,2375.0,5.12,223.91,59.7,0.346,1.48,0,none,low,A,16.21,17.38,2.28
3.01,86.6,64.31,3704.0,9.57,250.83,68.63,0.577,58.93,0,abrasion,low,C,28.74,17.36,3.81
5.44,91.8,46.96,3368.0,5.47,212.1,61.52,0.179,15.53,0,none,low,B,16.88,13.94,2.58
5.15,82.29,30.81,1510.0,4.39,193.99,52.61,0.151,11.67,0,none,low,B,15.96,20.4,2.26
3.84,79.48,38.24,2433.0,2.29,218.02,53.18,0.169,4.4,0,none,low,A,20.7,15.72,1.05
3.17,70.82,41.31,2738.0,3.65,210.98,45.9,0.381,2.38,0,none,low,A,22.35,15.09,1.73
3.33,92.0,39.24,1665.0,4.08,150.73,62.85,0.295,5.32,0,none,low,A,27.6,23.57,2.71
3.02,87.34,35.1,2643.0,5.78,173.96,67.78,0.29,6.05,0,none,low,A,28.93,13.28,3.32
4.85,81.16,29.51,1837.0,4.96,201.87,58.11,0.15,20.94,0,none,low,B,16.73,16.06,2.46
2.66,111.54,61.31,3236.0,9.72,238.79,63.89,0.519,47.6,1,edge_damage,medium,C,42.0,18.95,4.07
3.2,70.29,37.4,2321.0,5.94,187.58,50.9,0.367,12.28,0,none,low,B,21.94,16.12,3.17
3.24,79.57,48.77,2679.0,2.72,200.05,65.94,0.182,12.63,0,none,low,B,24.57,18.21,1.36
3.94,103.43,58.59,2702.0,6.57,241.05,63.88,0.426,31.59,0,splice_wear,medium,C,26.26,21.68,2.73
5.42,73.51,40.92,1902.0,4.95,212.7,47.59,0.374,4.87,0,none,low,A,13.55,21.52,2.33
5.46,92.06,49.04,2185.0,1.53,165.07,56.51,0.338,3.75,0,none,low,A,16.85,22.44,0.93
3.81,78.53,42.56,2434.0,5.06,162.47,63.17,0.119,4.85,0,none,low,A,20.62,17.49,3.11
5.14,76.32,35.2,2574.0,2.06,214.89,62.79,0.144,11.6,0,none,low,B,14.86,13.67,0.96
3.77,86.51,57.17,2305.0,9.15,221.33,65.07,0.552,26.76,0,abrasion,medium,C,22.97,24.8,4.14
5.28,88.77,29.41,2929.0,3.64,222.07,52.2,0.272,12.52,0,none,low,B,16.82,10.04,1.64
4.14,75.14,44.63,2403.0,5.79,170.86,60.7,0.382,16.59,0,none,low,B,18.15,18.57,3.39
1.4,118.0,63.91,1443.0,11.07,302.06,85.56,0.706,70.21,1,bearing_failure,high,D,84.27,44.3,3.67
4.71,73.01,30.7,2631.0,2.35,181.39,54.22,0.154,0.03,0,none,low,A,15.49,11.67,1.3
2.23,116.4,77.52,1923.0,14.99,268.56,86.41,0.721,81.14,1,joint_rupture,high,F,52.28,40.32,5.58
4.27,101.87,50.04,3910.0,7.42,219.9,63.27,0.373,54.15,0,splice_wear,low,C,23.84,12.8,3.37
3.3,70.15,39.17,3497.0,4.47,174.67,65.17,0.335,0.39,0,none,low,A,21.24,11.2,2.56
2.8,91.79,54.37,2850.0,6.44,210.33,73.72,0.597,52.22,0,edge_damage,medium,C,32.79,19.08,3.06
3.34,83.78,41.32,2911.0,4.4,173.39,52.6,0.304,8.74,0,none,low,A,25.07,14.19,2.54
3.94,76.8,29.94,3160.0,5.27,167.58,46.49,0.322,5.29,0,none,low,A,19.51,9.47,3.14
3.16,75.66,45.44,3109.0,2.04,176.87,48.09,0.122,24.8,0,none,low,B,23.94,14.62,1.15
4.36,89.14,46.48,3113.0,1.08,164.94,60.06,0.213,24.56,0,none,low,B,20.47,14.93,0.66
5.39,75.04,47.01,2143.0,5.95,162.62,56.88,0.338,10.82,0,none,low,B,13.92,21.94,3.66
5.47,80.63,41.29,1609.0,5.21,201.85,54.29,0.105,14.79,0,none,low,B,14.75,25.66,2.58
3.0,85.4,32.16,1884.0,4.27,154.3,52.21,0.145,14.5,0,none,low,B,28.44,17.07,2.77
4.8,76.38,29.96,1657.0,3.13,225.67,50.01,0.177,2.52,0,none,low,A,15.9,18.08,1.39
4.7,86.07,46.94,2473.0,1.67,173.15,60.24,0.284,13.28,0,none,low,B,18.31,18.98,0.97
4.59,92.03,40.89,3057.0,2.24,204.25,65.75,0.216,19.48,0,none,low,B,20.04,13.38,1.1
3.66,88.91,64.35,3623.0,5.55,207.31,70.7,0.403,26.22,0,splice_wear,medium,C,24.27,17.76,2.68
5.0,92.88,44.65,3145.0,2.08,171.09,49.8,0.33,23.7,0,none,low,B,18.56,14.2,1.22
2.1,111.63,70.64,890.0,9.28,298.68,83.77,0.776,81.19,1,bearing_failure,high,F,53.24,79.34,3.11
3.32,79.64,39.67,2698.0,5.68,212.19,48.5,0.152,2.51,0,none,low,A,24.01,14.7,2.68
2.97,115.66,80.66,1492.0,16.87,300.47,87.86,0.783,87.47,1,bearing_failure,critical,D,39.0,54.07,5.61
5.29,84.38,44.24,2480.0,1.14,155.14,57.37,0.316,5.38,0,none,low,A,15.96,17.84,0.74
1.53,122.39,70.1,1614.0,15.88,319.43,81.91,0.706,66.29,1,bearing_failure,critical,F,80.01,43.43,4.97
3.17,71.19,29.34,3384.0,5.25,217.6,66.26,0.252,6.18,0,none,low,A,22.43,8.67,2.41
4.8,91.9,37.57,2571.0,5.66,158.6,64.83,0.148,12.1,0,none,low,B,19.16,14.62,3.57
4.51,83.96,36.36,3227.0,4.3,207.7,48.47,0.365,4.18,0,none,low,A,18.63,11.27,2.07
3.32,81.01,47.53,2005.0,2.87,217.69,59.21,0.325,5.35,0,none,low,A,24.4,23.71,1.32
4.47,101.8,58.91,2237.0,6.25,208.38,67.02,0.385,50.65,0,edge_damage,medium,C,22.75,26.34,3.0
3.51,89.8,44.34,2453.0,1.25,198.79,54.35,0.195,16.01,0,none,low,B,25.62,18.08,0.63
3.23,92.9,45.13,1613.0,3.63,156.67,64.26,0.284,4.31,0,none,low,A,28.75,27.98,2.31
3.08,82.68,44.16,1742.0,2.11,176.18,50.02,0.217,13.99,0,none,low,B,26.85,25.35,1.2
5.41,93.27,40.54,2968.0,5.75,156.68,45.13,0.109,14.08,0,none,low,B,17.24,13.66,3.67
3.59,100.49,46.9,2643.0,5.1,206.64,74.61,0.549,53.07,1,abrasion,low,C,27.99,17.74,2.47
5.19,75.33,35.16,1801.0,4.1,183.59,59.11,0.329,13.64,0,none,low,B,14.53,19.52,2.23
5.34,77.48,35.9,2935.0,4.06,164.28,53.65,0.24,10.48,0,none,low,B,14.51,12.23,2.47
5.31,89.06,38.59,2860.0,5.49,160.89,50.76,0.263,19.98,0,none,low,B,16.77,13.49,3.41
5.46,81.37,35.9,2085.0,1.87,213.33,66.97,0.224,23.81,0,none,low,B,14.9,17.22,0.88
3.85,98.05,56.17,2116.0,8.48,203.17,74.71,0.547,33.3,0,edge_damage,low,C,25.48,26.55,4.17
3.72,84.81,34.55,1611.0,1.01,158.09,63.22,0.388,10.67,0,none,low,B,22.81,21.45,0.64
3.37,83.78,31.18,2722.0,5.67,165.66,62.58,0.107,9.39,0,none,low,A,24.88,11.45,3.42
3.88,74.34,36.21,2335.0,2.5,202.53,66.13,0.22,4.81,0,none,low,A,19.15,15.51,1.24
5.14,84.29,38.01,1799.0,3.25,172.28,66.69,0.365,2.1,0,none,low,A,16.41,21.13,1.89
3.56,80.27,47.29,2555.0,2.67,166.63,63.41,0.287,11.7,0,none,low,B,22.53,18.51,1.6
3.84,94.0,39.44,2301.0,3.61,212.32,52.82,0.154,14.62,0,none,low,B,24.51,17.14,1.7
4.78,92.05,36.17,1651.0,5.79,184.8,59.33,0.3,13.66,0,none,low,B,19.25,21.91,3.13
4.89,90.09,40.17,2477.0,1.57,156.72,52.81,0.193,23.84,0,none,low,B,18.43,16.21,1.0
1.79,105.02,84.46,1250.0,9.96,284.57,92.48,0.944,60.42,1,splice_failure,critical,D,58.54,67.57,3.5
5.27,77.09,47.79,3082.0,3.91,203.56,52.49,0.272,7.31,0,none,low,A,14.62,15.51,1.92
4.91,76.1,46.45,2252.0,3.66,225.36,60.67,0.294,17.79,0,none,low,B,15.49,20.63,1.62
3.73,97.01,45.24,2251.0,6.62,233.9,75.87,0.537,44.37,0,edge_damage,medium,C,26.03,20.1,2.83
3.14,74.25,34.28,2065.0,4.37,151.47,62.38,0.18,7.75,0,none,low,A,23.63,16.6,2.88
3.54,92.11,29.88,2389.0,5.25,199.27,51.72,0.226,17.67,0,none,low,B,26.02,12.51,2.63
1.36,129.95,60.09,833.0,16.41,263.96,76.22,0.619,76.19,1,tear,high,D,95.82,72.12,6.22
4.24,88.87,57.66,3440.0,5.8,237.96,60.94,0.388,57.24,0,splice_wear,medium,C,20.98,16.76,2.44
5.13,71.92,35.82,3300.0,1.59,174.85,62.9,0.263,20.81,0,none,low,B,14.03,10.86,0.91
5.3,93.37,31.42,1568.0,5.95,188.58,58.16,0.285,19.74,0,none,low,B,17.61,20.04,3.15
2.97,111.3,61.39,3235.0,9.97,244.11,63.89,0.554,39.52,0,abrasion,low,C,37.44,18.98,4.09
1.19,107.4,74.09,1774.0,15.72,289.2,87.63,0.621,76.44,1,joint_rupture,critical,D,90.22,41.76,5.44
3.76,79.0,37.25,1698.0,1.21,203.92,57.36,0.233,15.86,0,none,low,B,21.0,21.94,0.59
3.78,113.61,61.79,2852.0,8.22,210.62,70.09,0.594,43.14,1,splice_wear,medium,C,30.04,21.67,3.9
0.61,117.6,66.86,839.0,16.39,269.3,90.93,0.644,67.38,1,joint_rupture,high,F,194.17,79.7,6.09
3.26,100.2,50.37,3059.0,9.41,256.67,61.81,0.382,59.27,0,splice_wear,medium,C,30.71,16.47,3.67
3.89,74.78,46.84,3265.0,2.48,215.89,53.24,0.13,18.95,0,none,low,B,19.22,14.34,1.15
3.69,76.32,49.46,3225.0,5.05,160.24,62.37,0.164,24.43,0,none,low,B,20.71,15.34,3.15
3.88,80.72,46.13,3032.0,2.87,195.24,64.22,0.105,20.05,0,none,low,B,20.8,15.21,1.47
